task_identifier,task_app,task_app_CHN,adb_home_page,functional_point,difficulty_level,golden_steps,goal,key_nodes
tonghuashun_1,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,medium,5,在同花顺看一下贵州茅台的当前股价,"{""xpath"": [''' //*[contains(@text, ""贵州茅台"") and contains(@resource-id, ""id/navi_title_text"") ]  ''' ]}"
tonghuashun_2,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,hard,6,在同花顺看一下云南白药的周K线,"{""xpath"": [''' //*[contains(@text, ""云南白药"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""周K"")  and @selected=""true""]  ''' ]}"
tonghuashun_3,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,hard,6,在同花顺看一下美的集团的月K线,"{""xpath"": [''' //*[contains(@text, ""美的集团"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""月K"")  and @selected=""true""]  ''' ]}###{""xpath"": [''' //*[contains(@text, ""美的集团"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""月K"")  and bbox_contains_point(@bounds,$point)]  ''' ]}"
tonghuashun_4,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,medium,5,在同花顺将江淮汽车加入自选股,"{""xpath"": [''' //*[contains(@text, ""江淮汽车"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""删自选"")  and contains(@resource-id, ""id/tv_add_remove_zixuan"")  ]  ''' ]}###{""xpath"": [''' //*[contains(@text, ""江淮汽车"") and contains(@resource-id, ""id/stock_name"") and (following-sibling::*[ contains(@resource-id, ""id/add_delete_op"")   ] )  ]  ''' ]}"
tonghuashun_5,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,medium,5,在同花顺将光大证券加入自选股,"{""xpath"": [''' //*[contains(@text, ""光大证券"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""删自选"")  and contains(@resource-id, ""id/tv_add_remove_zixuan"")  ]  ''' ]}###{""xpath"": [''' //*[contains(@text, ""光大证券"") and contains(@resource-id, ""id/stock_name"") and (following-sibling::*[ contains(@resource-id, ""id/add_delete_op"")   ] )  ]  ''' ]}"
tonghuashun_6,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,hard,9,在同花顺看一下青岛啤酒的图解财报,"{""xpath"": [''' //*[contains(@text, ""青岛啤酒"")] and //*[contains(@text, ""图解财报"") and contains(@resource-id, ""id/title_bar_middle"") ]  ''' ]} ###{""xpath"": [  '''  //*[contains(@text, ""青岛啤酒"")] and //*[contains(@text, ""财报"") and bbox_contains_point(../@bounds,$point) ] ''' ]}"
tonghuashun_7,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,hard,8,在同花顺看一下古井贡酒的大事提醒详情,"{""xpath"": [''' //*[contains(@text, ""古井贡酒"")] and //*[contains(@text, ""大事提醒详情"") and contains(@resource-id, ""id/title_bar_middle"") ]  ''' ]}"
tonghuashun_8,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,hard,6,在同花顺看一下青岛啤酒的综合诊断,"{""xpath"": [''' //*[contains(@text, ""青岛啤酒"")] and //*[contains(@text, ""综合诊断"") and contains(@resource-id, ""id/title_bar_middle"") ]  ''' ]} ###{""xpath"": [  '''  //*[contains(@text, ""青岛啤酒"")] and //*[contains(@text, ""诊股"") and bbox_contains_point(../@bounds,$point) ] ''' ]}"
tonghuashun_9,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,hard,8,在同花顺看一下燕京啤酒的历史回看,"{""xpath"": [''' //*[contains(@text, ""历史回看"") and contains(@resource-id, ""id/title_bar_middle"") ]  and //*[contains(@text, ""燕京啤酒"") ] ''' ]}"
tonghuashun_10,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,频道,medium,4,在同花顺看一下有哪些学投资的电子书,"{""xpath"": ['''  //*[contains(@text, ""学投资"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[contains(@text, ""电子书"") ] ''' ]}"
tonghuashun_11,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,行情,easy,4,在同花顺看一下A股的个股行情,"{""xpath"": ['''//*[contains(@text, ""A股"")  and @selected=""true""] and //*[contains(@text, ""个股"") and contains(@resource-id, ""id/hushen_tab_bar_stocklist"") ] and //*[contains(@text, ""查看更多"") and contains(@resource-id, ""id/content_show_more_text"") ]  ''']}"
tonghuashun_12,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,行情,medium,5,在同花顺看一下港股的经纪商排行,"{""xpath"": [  '''//*[contains(@text, ""经纪商排行"")] and //*[contains(@text, ""持股市值"")] and //*[contains(@text, ""经纪商名称"")  ] ''' ]}"
tonghuashun_13,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,行情,medium,6,在同花顺看一下A股热门的行业板块,"{""xpath"": ['''//*[contains(@text, ""A股"")  and @selected=""true""] ''','''//*[contains(@text, ""行业板块"")  and contains(@resource-id, ""id/tab_button"")  and @selected=""true""] ''']}"
tonghuashun_14,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,行情,medium,5,在同花顺看一下美股近一月的涨跌统计,"{""xpath"": ['''//*[contains(@text, ""美股"")  and @selected=""true""] and //*[contains(@text, ""上涨家数"")]  and //*[contains(@text, ""近一月"")] ''']}"
tonghuashun_15,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,行情,easy,4,在同花顺看一下黄金行情,"{""xpath"": [  '''//*[contains(@text, ""黄金行情"")] and //*[contains(@text, ""国内现货"")] and //*[contains(@text, ""国内期货"")  ] and //*[contains(@text, ""国际现货"")  ] ''' ]}"
tonghuashun_16,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,行情,easy,4,在同花顺看一下期货行情,"{""xpath"": ['''//*[contains(@text, ""期货"")  and @selected=""true""]  ''']}"
tonghuashun_17,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,自选,hard,6,在同花顺播放自选股资讯的全部新闻,"{""xpath"": ['''  //*[contains(@text, ""自选股新闻"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[contains(@resource-id, ""id/tts_bar_play_all"") and contains(@text, ""播放全部"") and bbox_contains_point(@bounds,$point)  ] ''' ]}"
tonghuashun_18,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,自选,medium,5,在同花顺看一下自选分析里的早报,"{""xpath"": ['''  //*[contains(@text, ""自选分析"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[ contains(@text, ""每天8:30"") ] ''' ]}###{""xpath"": ['''//*[contains(@text, ""自选分析"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[contains(@text, ""早报"")  and bbox_contains_point(@bounds,$point)] ''' ]}"
tonghuashun_19,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,自选,medium,6,在同花顺订阅自选分析里的晚报,"{""xpath"": ['''  //*[contains(@text, ""自选分析"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[ contains(@text, ""每天20:30"") ]  and //*[ contains(@text, ""已订阅"") ] ''' ]}###{""xpath"": ['''//*[contains(@text, ""自选分析"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[contains(@text, ""晚报"")  and bbox_contains_point(@bounds,$point)] ''' ]}"
tonghuashun_20,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,理财,hard,5,我想看一下同花顺的基金涨幅榜,"{""xpath"": [  '''//*[contains(@text, ""涨幅榜"")] and //*[contains(@text, ""反弹榜"")] and //*[contains(@text, ""人气榜"")  ] and //*[contains(@text, ""加仓榜"")  ] ''' ]}"
tonghuashun_21,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,理财,medium,6,在同花顺看一下有哪些新发基金,"{""xpath"": [''' //*[contains(@text, ""新发基金"") and contains(@resource-id, ""id/title"") ]  ''' ]}"
tonghuashun_22,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,理财,hard,6,在同花顺查一下基金的稳健榜,"{""xpath"": [  '''//*[contains(@text, ""稳健榜"")] and //*[contains(@text, ""机构青睐"")] and //*[contains(@text, ""基金类型"")  ] and //*[contains(@text, ""加仓榜"")  ] ''' ]}"
tonghuashun_23,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,交易,hard,5,打开同花顺模拟炒股的卖出页面,"{""xpath"": ['''//*[contains(@text, ""卖出"")  and @selected=""true""] and //*[contains(@text, ""模拟炒股"")  ]   ''']}"
tonghuashun_24,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,交易,medium,5,在同花顺看一下模拟大赛,"{""xpath"": ['''  //*[contains(@text, ""模拟炒股"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[ contains(@text, ""赛事广场"") ] and //*[ contains(@text, ""搜索"") ] ''' ]}"
tonghuashun_25,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,我的,medium,5,在同花顺看一下我的收藏,"{""xpath"": ['''  //*[contains(@text, ""我的收藏"")  and contains(@resource-id, ""id/title_bar_middle"")  ] ''' ]}"
tonghuashun_26,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,我的,medium,5,在同花顺看一下我的消息,"{""xpath"": [''' //*[contains(@text, ""评论我的"") and contains(@resource-id, ""id/tv_name_comment"") ]  and //*[contains(@text, ""点赞"") and contains(@resource-id, ""id/tv_name_like"") ]  ''' ]}"
tonghuashun_27,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,设置,hard,6,在同花顺开启长辈版,"{""xpath"": [''' //*[contains(@text, ""开启长辈版"") and contains(@resource-id, ""id/tv_older_mode_switch"")  and bbox_contains_point(@bounds,$point)  ] ''' ]}###{""xpath"": [''' //*[contains(@text, ""长辈版"") ] and //*[contains(@text, ""已开启"") ] ''' ]}"
tonghuashun_28,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,设置,medium,5,在同花顺开启屏幕常亮,"{""xpath"": ['''//*[contains(@text, ""屏幕常亮"")     and contains(@resource-id, ""id/textView"")  and ( following-sibling::*[contains(@content-desc, ""已关闭"") and contains(@resource-id, ""id/switch_button"") ]) ]  ''' ]}"
tonghuashun_29,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,设置,hard,6,在同花顺设置主题为黑色,"{""xpath"": ['''  //*[contains(@text, ""主题换肤"")  and (bbox_contains_point(../@bounds,$point) )] ''']}"
baidubrowser_0,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,搜索,easy,4,在百度浏览器里搜索北京今日的天气,"{""xpath"": [''' //*[contains(@text, ""天气"") and contains(@text, ""北京"") and contains(@resource-id, ""id/obfuscated"")] ''']}  "
baidubrowser_1,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,搜索,easy,4,在百度浏览器里搜索今日大盘点数,"{""xpath"": [''' //*[contains(@text, ""大盘点数"")  and contains(@resource-id, ""id/obfuscated"")] ''']}  "
baidubrowser_2,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,搜索,easy,4,在百度浏览器里查查西二旗的邮政编码,"{""xpath"": [''' //*[contains(@text, ""西二旗"") and contains(@text, ""邮"") and contains(@resource-id, ""id/obfuscated"")] ''']}  "
baidubrowser_3,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,搜索,medium,5,在百度浏览器里打开百度热搜的民生榜,"{""xpath"": ['''//*[contains(@text, ""民生榜"") and @selected=""true""]  ''' ]}###{""xpath"": ['''//*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""民生榜"")  ] ) ] ''']}"
baidubrowser_4,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,搜索,medium,6,在百度浏览器里打开百度热搜的体育榜的第一条新闻,"{""xpath"": ['''(//*[contains(@text, ""体育"") and @selected=""true""] or //*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""体育"")  ] ) ] ) and //*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point)]  ''' ]}"
baidubrowser_5,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,搜索,hard,7,在百度浏览器里打开百度热搜的文娱榜的第一条新闻,"{""xpath"": ['''(//*[contains(@text, ""文娱"") and @selected=""true""] or //*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""文娱"")  ] ) ] ) and //*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point)]  ''' ]}"
baidubrowser_6,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,频道,medium,6,查看百度浏览器的购物优惠券,"{""xpath"": ['''//*[contains(@text, ""优惠券"")] and //*[contains(@text, ""未使用"")] and //*[contains(@text, ""已使用"")]''']}"
baidubrowser_7,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,频道,hard,8,把百度浏览器小说频道的完结榜的第一本书加入书架,"{""xpath"": ['''//*[contains(@text, ""小说"") and @selected=""true""] and //*[contains(@text, ""完结榜"")  and bbox_contains_point(@bounds,$point)]  ''' ,  ''' //*[contains(@text, ""已加书架"")] ''' ]}"
baidubrowser_8,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,视频,hard,7,在百度浏览器推荐的第一个视频评论泰酷辣,"{""xpath"": ['''//*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""发送"")  ] ) ] and  //*[contains(@text, ""太酷了"")  and contains(@class, ""EditText"")] ''']}"
baidubrowser_9,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,我的,easy,4,在百度浏览器中打开我的书架,"{""xpath"": [''' //*[contains(@text, ""小说"")  and contains(@resource-id, ""id/obfuscated"")] and //*[contains(@text, ""专栏"")  and contains(@resource-id, ""id/obfuscated"")] ''']}  "
baidubrowser_10,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,我的,easy,4,在百度浏览器中查看我的收藏,"{""xpath"": ['''//*[contains(@text, ""收藏"") and @selected=""true""]  ''' ]}"
baidubrowser_11,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,我的,hard,6,打开百度浏览器看看我最近下载的图片,"{""xpath"": [  '''//*[contains(@text, ""最近图片"")] and //*[contains(@text, ""我的相册"")]  ''' ]}###{""xpath"": [  ''' //*[contains(@text, ""手机文件"")]   and  //*[contains(@text, ""最近下载"") and bbox_contains_point(../../@bounds,$point)] ''' ]}"
baidubrowser_12,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,我的,hard,10,在百度浏览器中，用“快乐最重要”让AI帮我生成个性签名,"{""xpath"": ['''//*[contains(@text, ""立即生成"") and bbox_contains_point(@bounds,$point) ] and //*[contains(@text, ""AI生成个性签名"") ] and  //*[contains(@text, ""快乐最重要"")  and contains(@class, ""EditText"")] ''']}"
baidubrowser_13,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,medium,5,在百度浏览器打开无痕浏览模式,"{""xpath"": [''' //*[contains(@text, ""已开启无痕浏览"")  and contains(@resource-id, ""id/obfuscated"")] ''']} ###{""xpath"": [''' //*[contains(@text, ""退出无痕"")  and contains(@resource-id, ""id/obfuscated"")] ''']} "
baidubrowser_14,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,medium,5,设置百度浏览器为夜间模式,"{""xpath"": ['''//*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""夜间模式"") ] ) ] ''']}###{""xpath"": [''' //*[contains(@text, ""日间模式"")  and contains(@resource-id, ""id/obfuscated"")] ''']} "
baidubrowser_15,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,hard,17,在百度浏览器中添加一个收货地址，姓名是张三，电话是13810069493，地区是北京海淀区清河街道，详细地址是小米科技园,"{""xpath"": [  '''//*[contains(@text, ""张三"")] and //*[contains(@text, ""123"")] and //*[contains(@text, ""北京  海淀区  清河街道"")] and //*[contains(@text, ""小米科技园"")] and  //*[contains(@text, ""保存"")  and bbox_contains_point(@bounds,$point) ]  ''' ]}"
baidubrowser_16,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,hard,7,关闭百度浏览器的通知栏消息,"{""xpath"": [ '''  //*[@checkable=""true"" and @checked=""false"" and  contains(@class, ""CheckBox"")] and  //*[contains(@text, ""通知栏消息"")] ''' ]}###{""xpath"": [''' //*[contains(@text, ""关闭通知权限"")] and  //*[contains(@text, ""关闭"")  and bbox_contains_point(../@bounds,$point) ] ''']}"
baidubrowser_17,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,hard,7,在百度浏览器关闭图片自动播放,"{""xpath"": [ '''  //*[@checkable=""true"" and @checked=""false"" and (preceding-sibling::*[contains(@text, ""图片自动播放"")  ])]''' ]}###{""xpath"": [''' //*[contains(@text, ""图片自动播放"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}"
baidubrowser_18,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,hard,7,在百度浏览器设置应用安装后删除安装包,"{""xpath"": [ '''  //*[@checkable=""true"" and @checked=""true""] and  //*[contains(@text, ""应用安装后删除安装包"")] ''' ]}###{""xpath"": [''' //*[contains(@text, ""应用安装后删除安装包"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}"
baidubrowser_19,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,medium,6,在百度浏览器中清理缓存,"{""xpath"": ['''//*[contains(@text, ""放心清理"") and bbox_contains_point(@bounds,$point) ] and //*[contains(@text, ""清理缓存"") ] and  //*[contains(@text, ""占用手机空间"") ] ''']}"
rimet_0,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,消息,easy,3,去钉钉查看我的待办,"{""xpath"": [  '''//*[contains(@text, ""待办"")] and //*[contains(@text, ""优先处理"")] and //*[contains(@text, ""我已处理"")  ] ''' ]}###{""xpath"": [  ''' //*[contains(@text, ""待办"") and (bbox_contains_point(../@bounds,$point) or bbox_contains_point(../../@bounds,$point))] ''' ]}"
rimet_1,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,消息,easy,3,去钉钉查看未读消息,"{""xpath"": ['''//*[contains(@text, ""未读"")  and @selected=""true""]  ''']}"
rimet_2,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,消息,medium,5,去钉钉向钉钉小秘书发送“早上中午和晚上好”,"{""xpath"": [''' //*[contains(@text, ""钉钉小秘书"") and contains(@resource-id, ""id/tv_title"") ] and  //*[contains(@text, ""早上中午和晚上好"") and contains(@resource-id, ""id/chatting_content_tv"") ]  ''' ]}"
rimet_3,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,消息,hard,7,去钉钉向钉钉小秘书发送微笑的emoji,"{""xpath"": [''' //*[contains(@text, ""钉钉小秘书"") and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""["") and contains(@text, ""]"")  and contains(@resource-id, ""id/chatting_content_tv"") ]  ''' ]}"
rimet_4,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,消息,medium,5,在钉钉里将钉钉小秘书设为置顶,"{""xpath"": [''' //*[contains(@resource-id, ""id/switch_top"") and @checkable=""true"" and @checked=""true""]''' ]}"
rimet_5,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,消息,hard,9,在钉钉里将相册里的第一张图片发送给钉钉小秘书,"{""xpath"": [''' //*[contains(@text, ""图片和视频"") and contains(@resource-id, ""id/tv_image_folder"") ] ''' ,'''  //*[contains(@text, ""发送"") and contains(@resource-id, ""id/tv"") and bbox_contains_point(@bounds,$point) ]  ''' ]}"
rimet_6,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,消息,hard,7,去钉钉添加15010284323为我的好友,"{""xpath"": [''' //*[contains(@class, ""FrameLayout"" ) and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""发送好友请求"") and contains(@resource-id, ""id/menu_item_entry_tv"") ]) ] and  //*[contains(@text, ""倬"") and contains(@resource-id, ""id/tv_nick_multiline"") ]  ''' ]}###{""xpath"": ['''//*[contains(@text, ""吴沁倬"") and contains(@resource-id, ""id/tv_nick_multiline"") ] ''']}###{""xpath"": ['''//*[contains(@text, ""倬"") and contains(@resource-id, ""id/tv_nick_multiline"") ]  and //*[contains(@text, ""再次发送好友请求"") ]''']}"
rimet_7,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,消息,hard,5,去钉钉将查看特别关注的消息,"{""xpath"": ['''//*[contains(@text, ""特别关注"")  and @selected=""true""]  ''']}"
rimet_8,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,消息,medium,4,在钉钉打开邮件收件箱,"{""xpath"": ['''//*[contains(@text, ""收件箱"") and contains(@resource-id, ""id/title"")] ''']}"
rimet_9,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,协作,easy,3,帮我查看一下钉钉今天的待办事项,"{""xpath"": ['''//*[contains(@class, ""FrameLayout"" ) and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""待办"") and contains(@resource-id, ""id/im_ding_kit_item_txt"") ])] ''']}###{""xpath"": [  ''' //*[contains(@text, ""待办"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}"
rimet_10,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,协作,medium,4,查看一下钉钉里最近的文档,"{""xpath"": ['''//*[contains(@text, ""文档"") and contains(@resource-id, ""id/tv_tab_name"") and @selected=""true""] ''']}"
rimet_11,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,通讯录,medium,4,帮我查看一下我的钉钉好友动态,"{""xpath"": ['''//*[contains(@text, ""动态"") and contains(@resource-id, ""id/circle_actionbar_title"")] ''']}"
rimet_12,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,我的,medium,4,去钉钉打开我的收藏,"{""xpath"": [  '''//*[contains(@text, ""历史收藏"")] and //*[contains(@text, ""新建标签"")]  ''' ]}###{""xpath"": [  ''' //*[( contains(@text, ""收藏"") or contains(@content-desc, ""收藏""))  and (bbox_contains_point(../@bounds,$point) or bbox_contains_point(../../@bounds,$point))] ''' ]}"
rimet_13,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,我的,medium,4,在钉钉遇到问题，帮我找一下客服,"{""xpath"": ['''//*[(contains(@text, ""客服"") or contains(@content-desc, ""客服"")) and bbox_contains_point(@bounds,$point) ]''']}"
rimet_14,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,我的,hard,5,去钉钉打开个人空间,"{""xpath"": ['''//*[contains(@text, ""个人空间"") and contains(@resource-id, ""id/tv_personal_space"")] ''']}"
rimet_15,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,我的,easy,3,去钉钉打开扫一扫,"{""xpath"": ['''//*[contains(@text, ""扫码"")] and //*[contains(@text, ""扫名片"")] ''']}###{""xpath"": [  ''' //*[contains(@text, ""扫一扫"") and bbox_contains_point(../@bounds,$point) ] ''' ]}"
rimet_16,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,我的,hard,5,去钉钉添加我的状态为下班了,"{""xpath"": ['''//*[contains(@text, ""不接收消息通知"") ] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ]''']}###{""xpath"": ['''//*[contains(@text, ""下班了"") and contains(@resource-id, ""person_status"")] ''']}"
rimet_17,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,设置,hard,8,在钉钉开启语音和视频通话邀请通知,"{""xpath"": ['''//*[contains(@text, ""开关 打开"") and contains(@resource-id, ""id/sv_switch"")] and //*[contains(@text, ""语音和视频通话邀请通知"") ]  ''']}"
rimet_18,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,设置,hard,8,我想在钉钉设置回车键发送消息,"{""xpath"": ['''//*[contains(@text, ""开关 打开"") and contains(@resource-id, ""id/sv_switch"") and contains(@content-desc, ""回车键发送消息"") ] ''']}"
rimet_19,rimet,钉钉,com.alibaba.android.rimet/.biz.LaunchHomeActivity,设置,hard,7,我想在钉钉设置消息免打扰,"{""xpath"": ['''//*[contains(@text, ""开关 打开"") and contains(@resource-id, ""id/sv_switch"") and contains(@content-desc, ""勿扰模式"") ] ''']}"
seeyou_0,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,推荐,easy,4,在美柚里搜索祛湿方法,"{""xpath"": ['''//*[contains(@text, ""祛湿方法"") and contains(@resource-id, ""id/act_search_title_edt"")] ''']}"
seeyou_1,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,推荐,easy,5,在美柚里搜索化痰止咳的帖子,"{""xpath"": ['''//*[contains(@text, ""化痰止咳"") and contains(@resource-id, ""id/act_search_title_edt"")] and //*[contains(@text, ""帖子"") ]''']}"
seeyou_2,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,推荐,easy,5,在美柚里搜索夏季饮食的知识,"{""xpath"": ['''//*[contains(@text, ""夏季饮食"") and contains(@resource-id, ""id/act_search_title_edt"")] and //*[contains(@text, ""知识"")   ]''']}"
seeyou_3,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,推荐,medium,5,在美柚里面打开运动减肥的健康百科,"{""xpath"": [ '''//*[contains(@text, ""运动减肥"") and contains(@resource-id, ""id/tv_title"")]  ''' ]}"
seeyou_4,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,记录,hard,8,在美柚里面填写我今天的经期症状为腹痛、便秘,"{""xpath"": ['''//*[contains(@resource-id, ""symptom_item"") and bbox_contains_point(@bounds,$point) and (self::*[contains(@text, ""腹痛"")] or following-sibling::*[contains(@text, ""腹痛"")]   ) ]''','''//*[contains(@resource-id, ""symptom_item"") and bbox_contains_point(@bounds,$point) and (self::*[contains(@text, ""便秘"")] or following-sibling::*[contains(@text, ""便秘"")]    ) ] ''', ''' //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ]''']}"
seeyou_5,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,记录,hard,7,在美柚里面填写我今天的症状为头痛,"{""xpath"": ['''//*[contains(@resource-id, ""symptom_item"") and bbox_contains_point(@bounds,$point) and (self::*[contains(@text, ""头痛"")] or following-sibling::*[contains(@text, ""头痛"")]   ) ]''',''' //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ]''']}"
seeyou_6,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,记录,hard,10,在美柚里面添加我今天的体重为55公斤,"{""xpath"": [''' //*[contains(@text, ""体重"") and contains(@resource-id, ""id/title_tv"")] and //*[contains(@text, ""55"") and contains(@resource-id, ""id/dltp_tv_value"")] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ]''']}"
