task_identifier,task_app,apk,task_app_CHN,adb_home_page,goal,functional_point,difficulty_level,golden_steps,key_nodes
zeekrlife_2,zeekrlife,zeekrlife_4.9.11.apk,极氪,com.zeekrlife.mobile/com.zeekrlife.main.SplashActivity,我想知道极氪上的极氪7X续航里程是多少,频道,medium,5,"{""xpath"": ['''//*[contains(@text, ""7X"") and @selected=""true""]  and //*[contains(@text, ""续航里程"")] ''']}"
zeekrlife_3,zeekrlife,zeekrlife_4.9.11.apk,极氪,com.zeekrlife.mobile/com.zeekrlife.main.SplashActivity,我想知道极氪上面的管家电话是多少,设置,medium,5,"{""xpath"": ['''//*[contains(@text, ""呼叫"") and contains(@resource-id, ""id/tv_phone"") ] ''']}"
zeekrlife_4,zeekrlife,zeekrlife_4.9.11.apk,极氪,com.zeekrlife.mobile/com.zeekrlife.main.SplashActivity,查看一下极氪的订单,我的,easy,5,"{""xpath"": ['''//*[contains(@text, ""整车订单"") and contains(@resource-id, ""id/tv_vehicle_order"")]  and //*[contains(@content-desc, ""我的订单"")] ''']}"
autohome_0,autohome,autohome_11.75.5.apk,汽车之家,com.cubic.autohome/.MainActivity,在汽车之家中打开购车计算,频道,medium,5,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""购车计算"")])]''']}"
autohome_1,autohome,autohome_11.75.5.apk,汽车之家,com.cubic.autohome/.MainActivity,在汽车之家中查5万以下二手车信息,搜索,easy,4,"{""xpath"": [''' //*[contains(@text, ""二手车大全"")] and //*[contains(@class, ""view.ViewGroup"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""5万以下"")])]''']}"
autohome_2,autohome,autohome_11.75.5.apk,汽车之家,com.cubic.autohome/.MainActivity,在汽车之家中查一下奥迪二手车信息,搜索,easy,4,"{""xpath"": [''' //*[contains(@text, ""二手车大全"")] and //*[contains(@text, ""奥迪"")   and (following-sibling::*[contains(@text, ""万首付"")])]''']}"
autohome_3,autohome,autohome_11.75.5.apk,汽车之家,com.cubic.autohome/.MainActivity,查一下汽车之家中的口碑榜,频道,medium,6,"{""xpath"": ['''//*[contains(@text, ""口碑"") and contains(@resource-id, ""id/tv_city"") ] and //*[contains(@text, ""空间"") and contains(@resource-id, ""id/tv_city"") ] and //*[contains(@text, ""查看口碑"") and contains(@resource-id, ""id/tv_right_sub_text"") ] ''']}"
autohome_4,autohome,autohome_11.75.5.apk,汽车之家,com.cubic.autohome/.MainActivity,查看汽车之家中的降价榜,频道,medium,6,"{""xpath"": ['''//*[contains(@text, ""最大降幅车型"") and contains(@resource-id, ""id/tv_rcm"") ] and //*[contains(@text, ""查落地价"") and contains(@resource-id, ""id/tv_right_btn"") ] and //*[contains(@text, ""最大降幅"") and contains(@resource-id, ""id/tv_right_sub_text"") ] ''']}"
aima_0,aima,aima_5.3.2.apk,爱玛出行,com.adb.useroperation/io.flutter.plugins.MainActivity,在爱玛出行中查看一下附近门店,附近,medium,5,"{""xpath"": ['''//*[contains(@text, ""附近门店"") and bbox_contains_point(@bounds,$point) ]''']}###{""xpath"": ['''//*[contains(@content-desc, ""附近门店"") and bbox_contains_point(@bounds,$point) ]''']}"
aima_1,aima,aima_5.3.2.apk,爱玛出行,com.adb.useroperation/io.flutter.plugins.MainActivity,在爱玛出行中，打开热门话题的榜单,频道,easy,4,"{""xpath"": [ '''//*[contains(@content-desc, ""热门话题"")  and bbox_contains_point(@bounds,$point) ] ''' ]}"
aima_2,aima,aima_5.3.2.apk,爱玛出行,com.adb.useroperation/io.flutter.plugins.MainActivity,在爱玛出行中打开鸣笛寻车功能,频道,easy,4,"{""xpath"": [ '''//*[contains(@content-desc, ""鸣笛寻车"")  and bbox_contains_point(@bounds,$point) ] ''' ]}"
aima_3,aima,aima_5.3.2.apk,爱玛出行,com.adb.useroperation/io.flutter.plugins.MainActivity,在爱玛出行中查看当前位置,频道,easy,4,"{""xpath"": [ '''//*[contains(@content-desc, ""当前位置"")] ''' ]}"
aima_4,aima,aima_5.3.2.apk,爱玛出行,com.adb.useroperation/io.flutter.plugins.MainActivity,在爱玛出行中查看我的车辆消息,消息,medium,5,"{""xpath"": [ '''//*[contains(@content-desc, ""车辆消息"")  and bbox_contains_point(@bounds,$point) ] ''' ]}"
htinns_0,htinns,htinns_9.34.0.apk,华住会,com.htinns/com.huazhu.loading.LoadingActivity,帮我关闭华住会信息通知,设置,hard,7,"{""xpath"": ['''//*[@checkable=""true"" and @checked=""false"" and (preceding-sibling::*[contains(@text, ""信息通知"")])]''']}"
htinns_1,htinns,htinns_9.34.0.apk,华住会,com.htinns/com.huazhu.loading.LoadingActivity,帮我查看我的华住会酒店优惠券,我的,medium,5,"{""xpath"": ['''//*[contains(@text, ""优惠券"")]  and //*[contains(@content-desc, ""酒店券"")  and bbox_contains_point(@bounds,$point) ] ''']}"
htinns_2,htinns,htinns_9.34.0.apk,华住会,com.htinns/com.huazhu.loading.LoadingActivity,把我在华住会的位置定位到北京大兴区,地点,medium,6,"{""xpath"": ['''//*[@content-desc=""北京"" and contains(@class, ""ViewGroup"") and following-sibling::*[contains(@content-desc, ""大兴"")] ]''']}"
htinns_3,htinns,htinns_9.34.0.apk,华住会,com.htinns/com.huazhu.loading.LoadingActivity,在华住会查找上海的汉庭酒店,搜索,medium,6,"{""xpath"": ['''//*[@content-desc=""上海"" and contains(@class, ""ViewGroup"") and following-sibling::*[contains(@content-desc, ""汉庭"")] ]  and //*[contains(@text, ""上海"") and contains(@text, ""汉庭"") and contains(@text, ""酒店"") ]''']}"
htinns_4,htinns,htinns_9.34.0.apk,华住会,com.htinns/com.huazhu.loading.LoadingActivity,在华住会查找北京南站附近的短租公寓,搜索,hard,8,"{""xpath"": ['''//*[@content-desc=""北京"" and contains(@class, ""ViewGroup"") and following-sibling::*[contains(@content-desc, ""北京南站"")] ] and //*[@content-desc=""短租"" and contains(@class, ""ViewGroup"")] and //*[contains(@text, ""公寓"") ]''']}"
szzc_0,szzc,szzc_9.2.0.apk,神州租车,com.szzc/com.sz.ucar.rentcar.splash.activity.DefaultIcon,帮我的神州租车签个到,我的,medium,5,"{""xpath"": ['''//*[contains(@text, ""签到"") and bbox_contains_point(@bounds,$point) ]''']}###{""xpath"": ['''//*[contains(@text, ""今日已签到"") ]''']}"
szzc_1,szzc,szzc_9.2.0.apk,神州租车,com.szzc/com.sz.ucar.rentcar.splash.activity.DefaultIcon,帮我看看我神州租车里的加油记录,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""加油订单"") and contains(@resource-id, ""id/framework_title"")] ''']}"
szzc_2,szzc,szzc_9.2.0.apk,神州租车,com.szzc/com.sz.ucar.rentcar.splash.activity.DefaultIcon,我想看看神州租车里丰田的二手车,搜索,easy,4,"{""xpath"": ['''//*[contains(@text, ""丰田"") and contains(@resource-id, ""id/tv_tab_title"")] ''']}"
szzc_3,szzc,szzc_9.2.0.apk,神州租车,com.szzc/com.sz.ucar.rentcar.splash.activity.DefaultIcon,我想长期租车，打开神州租车看一下有哪些车型组,频道,medium,5,"{""xpath"": ['''//*[contains(@text, ""选择车型组"") and contains(@resource-id, ""id/framework_title"")] ''']}"
szzc_4,szzc,szzc_9.2.0.apk,神州租车,com.szzc/com.sz.ucar.rentcar.splash.activity.DefaultIcon,打开神州租车的取还说明,设置,medium,5,"{""xpath"": [''' //*[contains(@text, ""取还说明"")] and //*[contains(@text, ""寻店"")]  ''']}"
ivwen_0,ivwen,ivwen_11.0.6.apk,美篇,com.lanjingren.ivwen/.ui.advertising.OpeningScreenAdvertisingActivity,“万事发生皆有利于我”我想用这句话作美篇个签，可以帮我修改一下吗？,我的,hard,7,"{""xpath"": ['''//*[contains(@text, ""签名"") and (descendant::*[@text=""万事发生皆有利于我""] or following-sibling::*[@text=""万事发生皆有利于我""])] ''']}"
ivwen_1,ivwen,ivwen_11.0.6.apk,美篇,com.lanjingren.ivwen/.ui.advertising.OpeningScreenAdvertisingActivity,我想用相册的第一张图片在美篇设置为专栏封面,我的,hard,7,"{""xpath"": ['''//*[contains(@text, ""更换专栏封面"") and contains(@resource-id, ""title"") and bbox_contains_point(@bounds,$point)]''','''//*[contains(@text, ""完成"") and contains(@resource-id, ""v_edit_confirm"") and bbox_contains_point(@bounds,$point)]''']}"
ivwen_2,ivwen,ivwen_11.0.6.apk,美篇,com.lanjingren.ivwen/.ui.advertising.OpeningScreenAdvertisingActivity,我的生日是1999年1月1日，性别女，帮我填写一下美篇资料,我的,hard,8,"{""xpath"": ['''//*[contains(@text, ""生日"") and (following-sibling::*[contains(@text, ""1999-01-01"") and contains(@resource-id, ""text_birthday"")  ]) ] and //*[contains(@text, ""性别"") and (following-sibling::*[contains(@text, ""女"") and contains(@resource-id, ""text_gender"")  ]) ] ''']}"
ivwen_3,ivwen,ivwen_11.0.6.apk,美篇,com.lanjingren.ivwen/.ui.advertising.OpeningScreenAdvertisingActivity,用美篇搜索云南丽江的旅游攻略，查看第一篇相关文章,搜索,hard,8,"{""xpath"": ['''//*[contains(@text, ""云南"") and contains(@text, ""攻略"") and contains(@resource-id, ""etSearch"")  ] and //*[contains(@text, ""相关文章"") and contains(@resource-id, ""tvTitle"") and //*[contains(@resource-id, ""contentContainer"") and bbox_contains_point(@bounds,$point)] ]  ''']}"
ivwen_4,ivwen,ivwen_11.0.6.apk,美篇,com.lanjingren.ivwen/.ui.advertising.OpeningScreenAdvertisingActivity,帮我完成美篇今日的花瓣签到,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""已签到"") or contains(@text, ""签到成功"") ] and //*[contains(@text, ""美篇花瓣"") and contains(@resource-id, ""text_webtitle"")]''']}"
momo_0,momo,momo_9.17.6.apk,陌陌,com.immomo.momo/.android.activity.WelcomeActivity,在陌陌的历史观看列表关注一位主播,我的,medium,6,"{""xpath"": ['''//*[contains(@text, ""历史观看"") and bbox_contains_point(@bounds,$point) ]''','''//*[contains(@text, ""关注"") and bbox_contains_point(@bounds,$point)]''']}"
momo_1,momo,momo_9.17.6.apk,陌陌,com.immomo.momo/.android.activity.WelcomeActivity,在陌陌的好友列表查看我的通讯录好友,我的,medium,5,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""查看通讯录好友"") ])] ''']}"
momo_2,momo,momo_9.17.6.apk,陌陌,com.immomo.momo/.android.activity.WelcomeActivity,打开陌陌里的一场附近人直播,附近,easy,5,"{""xpath"": ['''//*[contains(@text, ""附近"") and contains(@resource-id, ""id/tab_title"") and @selected=""true""] and //*[contains(@resource-id, ""id/live_center_layout"") and bbox_contains_point(@bounds,$point) ] ''']}"
momo_3,momo,momo_9.17.6.apk,陌陌,com.immomo.momo/.android.activity.WelcomeActivity,打开陌陌的缘分交友页面,频道,easy,4,"{""xpath"": ['''//*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""缘分交友"") ])] ''']}"
momo_4,momo,momo_9.17.6.apk,陌陌,com.immomo.momo/.android.activity.WelcomeActivity,查看陌陌里我的粉丝列表,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""粉丝"") and contains(@resource-id, ""id/tab_title_lua"") and @selected=""true""] ''']}"
hsj_0,hsj,hsj_2.9.8.apk,画世界,net.huanci.hsj/.activities.FlashActivity,帮我查看一下画世界放大画布的快捷键,设置,hard,6,"{""xpath"": ['''//*[contains(@text, ""快捷键设置"") ] and //*[contains(@text, ""放大画布"") ]  and //*[contains(@text, ""缩小画布"") ] ''']}"
hsj_1,hsj,hsj_2.9.8.apk,画世界,net.huanci.hsj/.activities.FlashActivity,打开画世界，帮我把性别改为女,我的,hard,7,"{""xpath"": ['''//*[contains(@text, ""女"") and contains(@resource-id, ""id/textView_sex"")] ''']}"
hsj_2,hsj,hsj_2.9.8.apk,画世界,net.huanci.hsj/.activities.FlashActivity,打开画世界，查看最新的系统通知,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""系统通知"") and contains(@resource-id, ""id/tv_title"")] ''']}###{""xpath"": ['''//*[contains(@text, ""通知"") and contains(@resource-id, ""id/textView_app_name"")] ''']}"
hsj_3,hsj,hsj_2.9.8.apk,画世界,net.huanci.hsj/.activities.FlashActivity,查看一下我画世界的最近登录设备有哪些,设置,hard,6,"{""xpath"": ['''//*[contains(@text, ""登录设备管理"") and contains(@resource-id, ""id/textView_app_name"")] ''']}"
hsj_4,hsj,hsj_2.9.8.apk,画世界,net.huanci.hsj/.activities.FlashActivity,打开画世界，自定义一张9:16的画布,频道,medium,5,"{""xpath"": ['''//*[contains(@class, ""RelativeLayout"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""9:16"") and contains(@resource-id, ""id/desc"") ])]''']}"
maimai_0,maimai,maimai_6.6.72.apk,脉脉,com.taou.maimai/.MainActivity,在脉脉中关注一个优选中的好友,我的,easy,5,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""好友"")])]''', '''//*[contains(@text, ""申请成功"") and contains(@resource-id, ""menu_bar_title"")] ''']}"
maimai_1,maimai,maimai_6.6.72.apk,脉脉,com.taou.maimai/.MainActivity,查看脉脉的热榜,频道,easy,3,"{""xpath"": ['''//*[contains(@text, ""热榜"") and @selected=""true""] ''']}"
maimai_2,maimai,maimai_6.6.72.apk,脉脉,com.taou.maimai/.MainActivity,查看我在脉脉的好友动态,动态,easy,4,"{""xpath"": ['''//*[contains(@text, ""动态"") and @selected=""true""] ''']}"
maimai_3,maimai,maimai_6.6.72.apk,脉脉,com.taou.maimai/.MainActivity,查看我在脉脉发布的内容,我的,medium,6,"{""xpath"": ['''//*[contains(@text, ""我发布的内容"")]  and //*[contains(@text, ""实名帖"")]  and //*[contains(@text, ""社区身份帖"")] ''']}"
maimai_4,maimai,maimai_6.6.72.apk,脉脉,com.taou.maimai/.MainActivity,查看我在脉脉中的优惠券,我的,medium,6,"{""xpath"": ['''//*[contains(@text, ""优惠券"") and contains(@resource-id, ""id/menu_bar_title"")] ''']}"
douban_0,douban,douban_7.104.0.apk,豆瓣,com.douban.frodo/.activity.SplashActivity,去豆瓣搜索喜羊羊与灰太狼,搜索,easy,4,"{""xpath"": ['''//*[contains(@text, ""喜羊羊与灰太狼"") and contains(@resource-id, ""id/search"")]   ''' ]}"
douban_1,douban,douban_7.104.0.apk,豆瓣,com.douban.frodo/.activity.SplashActivity,去豆瓣加入北京合租小组,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""北京合租"") and contains(@resource-id, ""id/search"")]  and (  //*[contains(@text, ""已加入"") ]  or //*[contains(@text, ""加入"") and bbox_contains_point(@bounds,$point) ]) ''' ]}"
douban_2,douban,douban_7.104.0.apk,豆瓣,com.douban.frodo/.activity.SplashActivity,去豆瓣查看精选家常菜100道的作者是谁,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""精选家常菜100道"")]  and //*[contains(@text, ""陈绪荣"")]  ''' ]}"
douban_3,douban,douban_7.104.0.apk,豆瓣,com.douban.frodo/.activity.SplashActivity,去豆瓣设置图片带个人水印,设置,hard,7,"{""xpath"": [''' //*[contains(@text, ""图片带个人水印"")]  and //*[contains(@resource-id, ""id/post_water_switch"") and @checkable=""true"" and @checked=""true""]''' ]}"
douban_4,douban,douban_7.104.0.apk,豆瓣,com.douban.frodo/.activity.SplashActivity,去豆瓣查看我的私信,消息,easy,4,"{""xpath"": ['''//*[contains(@text, ""提醒"")]  and //*[contains(@text, ""发私信"")] and //*[contains(@text, ""全部已读"")]  ''' ]}"
cc5_0,cc5,cc5_10.15.0.apk,测测,com.xxwolo.cc5/com.cece.app.MainActivity,打开测测心情日记选择开心和甜蜜,搜索,hard,9,"{""xpath"": ['''//*[contains(@content-desc, ""开心"") and bbox_contains_point(@bounds,$point) ]''', '''//*[contains(@content-desc, ""甜蜜"") and bbox_contains_point(@bounds,$point) ]''']}"
cc5_1,cc5,cc5_10.15.0.apk,测测,com.xxwolo.cc5/com.cece.app.MainActivity,在测测中查看我的今日幸运食物,频道,easy,3,"{""xpath"": ['''//*[contains(@content-desc, ""自己"")]  and //*[contains(@content-desc, ""幸运食物"")]  ''']}"
cc5_2,cc5,cc5_10.15.0.apk,测测,com.xxwolo.cc5/com.cece.app.MainActivity,去测测打开冥想,频道,easy,4,"{""xpath"": ['''//*[contains(@content-desc, ""冥想说明"")]  and //*[contains(@content-desc, ""切换主题"")]  ''']}"
cc5_3,cc5,cc5_10.15.0.apk,测测,com.xxwolo.cc5/com.cece.app.MainActivity,在测测查看一下我的MBTI,频道,easy,3,"{""xpath"": ['''//*[contains(@content-desc, ""的MBTI是:"")]  and //*[contains(@content-desc, ""重新测试"")]  ''']}"
cc5_4,cc5,cc5_10.15.0.apk,测测,com.xxwolo.cc5/com.cece.app.MainActivity,查看测测上自己的本命星盘,频道,easy,4,"{""xpath"": ['''//*[contains(@content-desc, ""自己"")]  and //*[contains(@content-desc, ""本命盘"")]  and //*[contains(@content-desc, ""本命"") and @selected=""true"" ] ''']}"
calendar_0,calendar,calendar_7.2.6.apk,万年历,com.youloft.calendar/com.youloft.LauncherActivity,在万年历中查看一下2024年5月的日历,频道,hard,6,"{""xpath"": ['''//*[contains(@text, ""2024年5"") and contains(@resource-id, ""title"") ] ''']}"
calendar_1,calendar,calendar_7.2.6.apk,万年历,com.youloft.calendar/com.youloft.LauncherActivity,在万年历中切换一下星座日历,频道,easy,4,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""星座日历"") ])] ''']}"
calendar_2,calendar,calendar_7.2.6.apk,万年历,com.youloft.calendar/com.youloft.LauncherActivity,在万年历中查看一下今日的天气,频道,easy,3,"{""xpath"": ['''//*[contains(@text, ""今天"") and contains(@resource-id, ""time"") ] and //*[ contains(@resource-id, ""id/weather_name"") ]''']}"
calendar_3,calendar,calendar_7.2.6.apk,万年历,com.youloft.calendar/com.youloft.LauncherActivity,点开万年历中我的消息中的最新一条,消息,easy,4,"{""xpath"": ['''//*[contains(@text, ""我的消息"") and contains(@resource-id, ""id/title"")] and //*[contains(@text, ""消息中心"") and contains(@resource-id, ""id/action_title"")]''']}"
calendar_4,calendar,calendar_7.2.6.apk,万年历,com.youloft.calendar/com.youloft.LauncherActivity,通过万年历换算一下2005年5月8日是农历几月初几,频道,hard,15,"{""xpath"": ['''//*[contains(@text, ""2005年5"") and contains(@resource-id, ""title"") ] ''']}"
moviepro_0,moviepro,moviepro_8.8.4.apk,猫眼专业版,com.sankuai.moviepro/.mvp.views.welcome.WelcomeActivity,在猫眼专业版查找距我最近的电影院,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""附近影院"") and bbox_contains_point(@bounds,$point) ]''']}"
moviepro_1,moviepro,moviepro_8.8.4.apk,猫眼专业版,com.sankuai.moviepro/.mvp.views.welcome.WelcomeActivity,在猫眼专业版中查看全球影史票房榜第一名是哪部电影,搜索,medium,4,"{""xpath"": ['''//*[contains(@text, ""全球影史票房榜"")] and //*[contains(@text, ""影片排名"")] and //*[contains(@text, ""总票房"")] ''']}"
moviepro_2,moviepro,moviepro_8.8.4.apk,猫眼专业版,com.sankuai.moviepro/.mvp.views.welcome.WelcomeActivity,在猫眼专业版中查看影视头条“电影”第一条内容,搜索,medium,4,"{""xpath"": [ '''//*[contains(@text, ""影视头条"") and (preceding-sibling::*[contains(@text, ""上映日历"")]) ] and  //*[contains(@content-desc, ""电影"")  and bbox_contains_point(@bounds,$point) ] ''' ]}"
moviepro_3,moviepro,moviepro_8.8.4.apk,猫眼专业版,com.sankuai.moviepro/.mvp.views.welcome.WelcomeActivity,在猫眼专业版查看卧虎藏龙的综合评分,搜索,medium,5,"{""xpath"": ['''  //*[contains(@text, ""卧虎藏龙"") and contains(@resource-id, ""id/tv_title"") ]  and //*[contains(@text, ""猫眼综合评分"") ]''']}"
moviepro_4,moviepro,moviepro_8.8.4.apk,猫眼专业版,com.sankuai.moviepro/.mvp.views.welcome.WelcomeActivity,在猫眼专业版中查询冰雪奇缘获得的奖项,搜索,hard,7,"{""xpath"": ['''  //*[contains(@text, ""冰雪奇缘"") and contains(@resource-id, ""id/tv_title"") ]  and //*[contains(@text, ""猫眼综合评分"") ]''']}"
wsgw_0,wsgw,wsgw_3.1.6.apk,网上国网,com.sgcc.wsgw.cn/.SplashActivity,在网上国网找到一个2千米内的充电桩,搜索,medium,5,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""充电"")])]''', '''//*[ (contains(@text, ""2公里"") or contains(@text, ""2km"") or contains(@text, ""2千米"") ) and bbox_contains_point(@bounds,$point) ]''']}"
wsgw_1,wsgw,wsgw_3.1.6.apk,网上国网,com.sgcc.wsgw.cn/.SplashActivity,在网上国网查一下2024年的电费账单,频道,easy,4,"{""xpath"": [ '''//*[contains(@text, ""多户账单"")] and //*[contains(@text, ""2024年"")  and bbox_contains_point(@bounds,$point) ] ''' ]}"
wsgw_2,wsgw,wsgw_3.1.6.apk,网上国网,com.sgcc.wsgw.cn/.SplashActivity,在网上国网里里查一下我本月每天的用电量,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""日用电量"")]  and //*[contains(@text, ""电量电费"")] ''']}"
wsgw_3,wsgw,wsgw_3.1.6.apk,网上国网,com.sgcc.wsgw.cn/.SplashActivity,把网上国网的地点改成北京市市辖区朝阳区,地点,medium,6,"{""xpath"": ['''//*[contains(@text, ""北京市"")]  and //*[contains(@text, ""市辖区"")]  and //*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""朝阳区"") ])] ''']}"
wsgw_4,wsgw,wsgw_3.1.6.apk,网上国网,com.sgcc.wsgw.cn/.SplashActivity,查看网上国网里我有哪些优惠券,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""优惠券"")]  and //*[contains(@text, ""未使用"")]  and //*[contains(@text, ""已使用"")] ''']}###{""xpath"": ['''//*[contains(@text, ""优惠券"")]  and //*[contains(@text, ""红包"")]  and //*[contains(@text, ""积分"")] ''']}"
starbucks_0,starbucks,starbucks_10.11.0.apk,星巴克,com.starbucks.cn/.home.revamp.launch.RevampLaunchActivity,打开星巴克查看我的星礼卡余额,我的,easy,3,"{""xpath"": ['''//*[contains(@text, ""星礼卡总余额"") and contains(@resource-id, ""title"")] ''']}###{""xpath"": ['''//*[contains(@text, ""星礼卡总余额"") and contains(@resource-id, ""id/tv_svc"")] ''']}"
starbucks_1,starbucks,starbucks_10.11.0.apk,星巴克,com.starbucks.cn/.home.revamp.launch.RevampLaunchActivity,帮我查看一下星巴克的超大杯的焦糖玛奇朵的价格,搜索,hard,7,"{""xpath"": ['''//*[contains(@text, ""焦糖玛奇朵"") and contains(@resource-id, ""id/tvName"")] and //*[contains(@resource-id, ""imageText-Venti"") and bbox_contains_point(@bounds,$point) ]  ''']}"
starbucks_2,starbucks,starbucks_10.11.0.apk,星巴克,com.starbucks.cn/.home.revamp.launch.RevampLaunchActivity,在星巴克把3杯大杯去冰的红茶拿铁加入购物车,搜索,hard,10,"{""xpath"": ['''//*[contains(@text, ""红茶拿铁"") and contains(@resource-id, ""id/tvName"")] and //*[contains(@resource-id, ""text-9710026"") and bbox_contains_point(@bounds,$point) ]  ''' , '''//*[contains(@text, ""3"") and contains(@resource-id, ""id/tvQuantity"")] and //*[contains(@resource-id, ""添加至购物车"") and bbox_contains_point(@bounds,$point) ]  ''']}"
starbucks_3,starbucks,starbucks_10.11.0.apk,星巴克,com.starbucks.cn/.home.revamp.launch.RevampLaunchActivity,我想喝大杯加冰的粉粉生咖，我要自己去星巴克取,搜索,hard,8,"{""xpath"": ['''//*[contains(@text, ""粉粉生咖"") and contains(@resource-id, ""id/tvName"")] and //*[contains(@resource-id, ""添加至购物车"") and bbox_contains_point(@bounds,$point) ]  ''']}###{""xpath"": ['''//*[contains(@text, ""我的订单"") and contains(@resource-id, ""Title"")] and //*[contains(@text, ""粉粉生咖"") and contains(@resource-id, ""Title"")] and //*[contains(@text, ""大杯"") and contains(@resource-id, ""id/tvCustom"")]  and //*[contains(@text, ""冰"") and contains(@resource-id, ""id/tvCustom"")]  ''']}"
starbucks_4,starbucks,starbucks_10.11.0.apk,星巴克,com.starbucks.cn/.home.revamp.launch.RevampLaunchActivity,星巴克的啡快里点两杯双份的浓缩咖啡,搜索,hard,10,"{""xpath"": ['''//*[contains(@text, ""浓缩咖啡"") and contains(@resource-id, ""id/tvName"")] and //*[contains(@resource-id, ""text-Doppio"") and bbox_contains_point(@bounds,$point) ]  ''' , '''//*[contains(@text, ""2"") and contains(@resource-id, ""id/tvQuantity"")] and //*[contains(@resource-id, ""添加至购物车"") and bbox_contains_point(@bounds,$point) ]  ''']}"
xiachufang_0,xiachufang,xiachufang_8.8.65.apk,下厨房,com.xiachufang/.startpage.ui.StartPageActivity,查看下厨房家常菜分类中做过最多的菜品是哪个,搜索,medium,6,"{""xpath"": ['''//*[contains(@text, ""家常菜"") and contains(@resource-id, ""search_edit_text"")] and //*[contains(@text, ""做过最多"") and bbox_contains_point(@bounds,$point) ]''']}"
xiachufang_1,xiachufang,xiachufang_8.8.65.apk,下厨房,com.xiachufang/.startpage.ui.StartPageActivity,看一下下厨房川菜分类中评分最高的菜品做法,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""川菜"") and contains(@resource-id, ""search_edit_text"")] and //*[contains(@text, ""评分最高"") and bbox_contains_point(@bounds,$point) ]''']}"
xiachufang_2,xiachufang,xiachufang_8.8.65.apk,下厨房,com.xiachufang/.startpage.ui.StartPageActivity,帮我找一下用土豆做的快手菜,搜索,medium,4,"{""xpath"": ['''//*[contains(@text, ""快手菜"") and contains(@resource-id, ""search_edit_text"")] and //*[contains(@text, ""土豆"") and contains(@resource-id, ""search_edit_text"")]''']}"
xiachufang_3,xiachufang,xiachufang_8.8.65.apk,下厨房,com.xiachufang/.startpage.ui.StartPageActivity,帮我在下厨房里查一下糖醋排骨的具体做法,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""糖醋排骨"") and contains(@resource-id, ""id/recipe_name"")] ''']}"
xiachufang_4,xiachufang,xiachufang_8.8.65.apk,下厨房,com.xiachufang/.startpage.ui.StartPageActivity,帮我在下厨房里查一下可乐鸡翅的用料有哪些,搜索,hard,7,"{""xpath"": ['''//*[contains(@text, ""可乐鸡翅"") and contains(@resource-id, ""id/recipe_name"")] ''' , '''//*[contains(@text, ""用料"") and contains(@resource-id, ""id/tv_title"")] ''']}"
lottery_0,lottery,lottery_3.6.6.apk,中国体育彩票,cn.gov.lottery/com.host.ui.InitActivity,在中国体育彩票中看一下2025年2月15日的开奖直播,搜索,hard,6,"{""xpath"": ['''//*[contains(@text, ""2025"") and contains(@text, ""2月15"") and contains(@text, ""直播"")] ''']}"
lottery_1,lottery,lottery_3.6.6.apk,中国体育彩票,cn.gov.lottery/com.host.ui.InitActivity,在中国体育彩票中查看单场胜平负的游戏规则,频道,medium,4,"{""xpath"": ['''//*[contains(@text, ""中国足彩单场竞猜胜平负游戏"") and contains(@class, ""view.View"") ] ''']}"
lottery_2,lottery,lottery_3.6.6.apk,中国体育彩票,cn.gov.lottery/com.host.ui.InitActivity,在中国体育彩票里看一下传统足彩的开奖信息,频道,medium,5,"{""xpath"": [''' //*[@text=""开奖""] and //*[contains(@content-desc, ""传统足彩"") and bbox_contains_point(@bounds,$point) ]''']}"
