"task_id","task_identifier","task_app","task_app_CHN","adb_home_page","功能点","真机/模拟器","level（easy步数少<5步，是APP的基础操作,主页一眼就能看到，medium步数较多,但每一步都能直接看到。或是需要探索一下但步数特别少(<4)，hard经过的一些功能需要探索才能发现）","golden_steps","goal","key_nodes","Reset","Unnamed: 15","uitars1.5_apps2025_0917","Unnamed: 17","Unnamed: 19"
"","wuba_2","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","easy","4","在58同城中搜索空调上门安装","{""xpath"": ['''  //*[contains(@text, ""上门"")  and contains(@text, ""空调"")  and (contains(@resource-id, ""id/search_text"")  or contains(@resource-id, ""id/tags"")) ]   ''' ]}","","","wuba_2: SR","",""
"","wuba_3","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","频道","","easy","3","在58同城中去租房频道看看合租房源","{""xpath"": ['''  //*[contains(@text, ""合租房源"")  and contains(@resource-id, ""id/tv_title"")  ]   ''' ]}###{""xpath"": ['''//*[contains(@text, ""租房"") and bbox_contains_point(@bounds,$point) ]  ''' , '''  //*[contains(@text, ""合租"")  and contains(@resource-id, ""id/search_text"")  ]  '''   ]}","","","wuba_3: Premature","",""
"","wuba_4","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","频道","","hard","7","在58同城的二手房频道看看智学苑小区的绿化率","{""xpath"": ['''  //*[contains(@text, ""智学苑"")  and contains(@resource-id, ""id/titleTv"")  ]  and //*[contains(@text, ""绿  化  率"")  and contains(@resource-id, ""id/itemKey4"")  ] ''' ]}","","","wuba_4: Premature","",""
"","wuba_5","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","hard","6","在58同城中查看二手车小米SU7的具体参数配置","{""xpath"": ['''  //*[contains(@text, ""参数配置"")  and contains(@resource-id, ""id/title"")  ]  and //*[contains(@text, ""小米SU7"")  and contains(@resource-id, ""id/tv_top_title"")  ] ''' ]}","","","wuba_5: SR","",""
"","wuba_6","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","hard","6","在58同城中查看58官方搬家的收费标准","{""xpath"": [  '''//*[contains(@text, ""收费标准"")] and //*[contains(@text, ""起步价"")] and //*[contains(@text, ""总费用"")  ]''' ]}","","","wuba_6: HardFail","",""
"","wuba_7","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","hard","6","在58同城中查看58官方的日常保洁的具体用户评价","{""xpath"": [  '''//*[contains(@text, ""保洁"")]  ''' ,''' //*[contains(@text, ""总分"")] and //*[contains(@text, ""服务评价"")  ]''' ]}###{""xpath"": [  '''//*[contains(@text, ""日常保洁"")]  and //*[contains(@text, ""家庭保洁"")] and //*[contains(@text, ""评价"")  ]''' ]}","","","wuba_7: Premature","",""
"","wuba_8","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","频道","","medium","4","在58同城中查看全部服务频道","{""xpath"": [  '''//*[contains(@text, ""全职工作"")] and //*[contains(@text, ""兼职工作"")] and //*[contains(@text, ""二手房"")] and //*[contains(@text, ""新房"") ]''' ]}###{""xpath"": [  '''//*[contains(@text, ""保洁清洗"")] and //*[contains(@text, ""家电维修"")] and //*[contains(@text, ""搬家"")] and //*[contains(@text, ""保姆"") ]''' ]}","","","wuba_8: HardFail","",""
"","wuba_9","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","medium","4","打开58同城中租房推荐信息的第一条","{""xpath"": ['''  //*[contains(@text, ""整租"")] and //*[contains(@text, ""合租"")] and //*[contains(@text, ""推荐"") and @selected=""true""]   and  //*[ contains(@resource-id, ""id/house_zf_item_container"") and bbox_contains_point(@bounds,$point) ]  ''' ]}","","","wuba_9: SR","",""
"","wuba_10","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","easy","6","在58同城中的家具回收服务中选择2~3件桌椅","{""xpath"": [ '''  //*[contains(@text, ""2～3件"") and (bbox_contains_point(../@bounds,$point) )] ''' ,''' //*[contains(@text, ""桌椅"") and (bbox_contains_point(../@bounds,$point) ) ]   ''' ]}###{""xpath"": [ '''  //*[contains(@content-desc, ""2～3件"") and (bbox_contains_point(../@bounds,$point) )] ''' ,''' //*[contains(@content-desc, ""桌椅"") and (bbox_contains_point(../@bounds,$point) ) ]   ''' ]}","","","wuba_10: HardFail","",""
"","wuba_11","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","hard","8","在58同城的租房频道筛选合租、主卧的个人房源","{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""个人"")  and contains(@resource-id, ""id/select_item_text"")  ] ) ] ''', '''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""主卧"")  and contains(@resource-id, ""id/select_item_text"")  ] ) ] ''']}###{""xpath"": ['''//*[contains(@text, ""个人"") and bbox_contains_point(../@bounds,$point)] ''', '''//*[contains(@text, ""合租"") and bbox_contains_point(../@bounds,$point)] ''', '''//*[contains(@text, ""主卧"") and bbox_contains_point(../@bounds,$point)] ''']}","","","wuba_11: SR","",""
"","wuba_12","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","搜索","","medium","5","帮我在58同城中把当前城市改为合肥","{""xpath"": ['''  //*[contains(@text, ""合肥"")  and contains(@resource-id, ""id/title"")  ]   ''' ]}","","","wuba_12: SR","",""
"","wuba_13","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","社区","","medium","4","查看58同城中社区广场话题榜","{""xpath"": ['''//*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""ngf0afhv__w216_h64"") or contains(@text, ""话题榜"")])]''']}","","","wuba_13: SR","",""
"","wuba_14","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","社区","","medium","4","关注58同城中社区广场第一条帖子","{""xpath"": ['''  //*[contains(@text, ""广场"")   ] and //*[contains(@text, ""推荐"")   ]  and //*[contains(@text, ""附近"")   ]  ''' , '''  //*[contains(@text, ""已关注"")   ]   ''' ]}","","","wuba_14: SR","",""
"","wuba_15","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","消息","","easy","3","查看58同城中的未读消息","{""xpath"": [ '''  //*[contains(@text, ""未读"") and contains(@resource-id, ""id/tv_unread_select"") and bbox_contains_point(@bounds,$point) ] ''' ]}","","","wuba_15: SR","",""
"","wuba_16","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","消息","","medium","4","清除58同城中的未读消息","{""xpath"": [ '''  //*[contains(@text, ""确定"")  and bbox_contains_point(@bounds,$point) ] and //*[contains(@text, ""确定清除全部未读消息"")  ]  ''' ]}","","","wuba_16: HardFail","",""
"","wuba_17","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","我的","","easy","3","看一下58同城中我的粉丝","{""xpath"": ['''//*[contains(@class, ""view.View"") and (child::*[contains(@text, ""粉丝"")  and contains(@text, ""你"")]) and (following-sibling::*[contains(@class, ""view.View"")  and (child::*[contains(@text, ""全部"") ] ) ])] ''']} ###{""xpath"": [  '''  //*[contains(@text, ""粉丝"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}","","","wuba_17: SR","",""
"","wuba_18","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","我的","","easy","3","看一下58同城中我的钱包","{""xpath"": [  '''//*[contains(@text, ""我的钱包"")] and //*[contains(@text, ""钱包余额"") and contains(@resource-id, ""id/tv_title"") ] and //*[contains(@text, ""去提现"")  ]''' ]}","","","wuba_18: SR","",""
"","wuba_19","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","我的","","easy","3","打开我在58同城中的简历","{""xpath"": [  '''  //*[contains(@text, ""简历"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}","","","wuba_19: SR","",""
"","wuba_20","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","我的","","easy","3","去58同城打开房贷计算器","{""xpath"": ['''  //*[contains(@text, ""组合贷"")   ] and //*[contains(@text, ""商业贷"")   ]  and //*[contains(@text, ""公积金贷"")   ]    ''' ]}","","","wuba_20: SR","",""
"","wuba_21","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","我的","","easy","3","查看我在58同城中最新的浏览记录","{""xpath"": ['''  //*[contains(@text, ""全部类别"")  and contains(@resource-id, ""id/cate_select"") ]    and //*[contains(@text, ""浏览记录"")   ]    ''' ]}","","","wuba_21: SR","",""
"","wuba_22","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","设置","","easy","3","联系一下58同城的客服","{""xpath"": [  '''  //*[contains(@text, ""客服"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}","","","wuba_22: SR","",""
"","wuba_23","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","设置","","hard","5","去58同城打开长辈模式","{""xpath"": [ '''  //*[contains(@text, ""开启长辈模式"") and contains(@resource-id, ""id/switch_elder"") and bbox_contains_point(@bounds,$point) ] ''' ]}","","","wuba_23: Premature","",""
"","wuba_24","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","设置","","hard","8","去58同城关闭首页视频自动播放","{""xpath"": [''' //*[contains(@text, ""自动播放设置"")] and  //*[contains(@text, ""关闭"") ]  and //*[contains(@text, ""首页视频直播自动播放设置"") ]  ''']} ","","","wuba_24: Premature","",""
"","wuba_25","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","设置","","hard","5","去58同城看一下它的资质协议","{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""资质协议"")  ] )  ] ''']} ","","","wuba_25: SR","",""
"","wuba_26","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","我的","","hard","9","去58同城将我目前的状态更换为随便看看","{""xpath"": ['''  //*[contains(@text, ""状态"")  and contains(@resource-id, ""id/userinfo_edit_lable"") ]    and //*[contains(@text, ""随便看看"") and contains(@resource-id, ""id/userinfo_edit_value"")  ]     ''' ]}###{""xpath"": [ '''  //*[contains(@text, ""个人信息"")  ] and //*[contains(@text, ""随便看看"")  ] and //*[contains(@text, ""出生于"")  ] and //*[contains(@text, ""所在地"")  ]  ''' ]}","","","wuba_26: Premature","",""
"","wuba_27","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","我的","","hard","8","去58同城将我的性别修改为女","{""xpath"": ['''  //*[contains(@text, ""我是"")  and contains(@resource-id, ""id/userinfo_edit_lable"") ]    and //*[contains(@text, ""女"") and contains(@resource-id, ""id/userinfo_edit_value"")  ]     ''' ]}","","","wuba_27: SR","",""
"","wuba_28","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","我的","","hard","5","去58同城打开我的认证","{""xpath"": [''' //*[contains(@text, ""认证中心"")] and //*[contains(@text, ""个人认证"")] and //*[contains(@text, ""企业认证"")]''' ]}","","","wuba_28: Premature","",""
"","wuba_29","wuba","58同城-招聘找工作租房家政买车","com.wuba/.home.activity.HomeActivity","我的","","hard","5","去58同城打开任务中心","{""xpath"": [  '''//*[contains(@text, ""任务中心"")] and //*[contains(@text, ""每日任务"")] and //*[contains(@text, ""规则"")  ]''' ]}","","","wuba_29: HardFail","",""
"","tonghuashun_0","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","medium","5","在同花顺看一下小米集团的当前股价","{""xpath"": [''' //*[contains(@text, ""小米集团"") and contains(@resource-id, ""id/navi_title_text"") ]  ''' ]}","","","tonghuashun_0: Premature","",""
"","tonghuashun_1","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","medium","5","在同花顺看一下贵州茅台的当前股价","{""xpath"": [''' //*[contains(@text, ""贵州茅台"") and contains(@resource-id, ""id/navi_title_text"") ]  ''' ]}","","","tonghuashun_1: SR","",""
"","tonghuashun_2","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","hard","6","在同花顺看一下云南白药的周K线","{""xpath"": [''' //*[contains(@text, ""云南白药"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""周K"")  and @selected=""true""]  ''' ]}","","","tonghuashun_2: SR","",""
"","tonghuashun_3","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","hard","6","在同花顺看一下美的集团的月K线","{""xpath"": [''' //*[contains(@text, ""美的集团"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""月K"")  and @selected=""true""]  ''' ]}###{""xpath"": [''' //*[contains(@text, ""美的集团"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""月K"")  and bbox_contains_point(@bounds,$point)]  ''' ]}","","","tonghuashun_3: SR","",""
"","tonghuashun_4","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","medium","5","在同花顺将江淮汽车加入自选股","{""xpath"": [''' //*[contains(@text, ""江淮汽车"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""删自选"")  and contains(@resource-id, ""id/tv_add_remove_zixuan"")  ]  ''' ]}###{""xpath"": [''' //*[contains(@text, ""江淮汽车"") and contains(@resource-id, ""id/stock_name"") and (following-sibling::*[ contains(@resource-id, ""id/add_delete_op"")   ] )  ]  ''' ]}","","","tonghuashun_4: Overdue","",""
"","tonghuashun_5","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","medium","5","在同花顺将光大证券加入自选股","{""xpath"": [''' //*[contains(@text, ""光大证券"") and contains(@resource-id, ""id/navi_title_text"") ] and //*[contains(@text, ""删自选"")  and contains(@resource-id, ""id/tv_add_remove_zixuan"")  ]  ''' ]}###{""xpath"": [''' //*[contains(@text, ""光大证券"") and contains(@resource-id, ""id/stock_name"") and (following-sibling::*[ contains(@resource-id, ""id/add_delete_op"")   ] )  ]  ''' ]}","","","tonghuashun_5: Premature","",""
"","tonghuashun_6","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","hard","9","在同花顺看一下青岛啤酒的图解财报","{""xpath"": [''' //*[contains(@text, ""青岛啤酒"")] and //*[contains(@text, ""图解财报"") and contains(@resource-id, ""id/title_bar_middle"") ]  ''' ]} ###{""xpath"": [  '''  //*[contains(@text, ""青岛啤酒"")] and //*[contains(@text, ""财报"") and bbox_contains_point(../@bounds,$point) ] ''' ]}","","","tonghuashun_6: Premature","",""
"","tonghuashun_7","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","hard","8","在同花顺看一下古井贡酒的大事提醒详情","{""xpath"": [''' //*[contains(@text, ""古井贡酒"")] and //*[contains(@text, ""大事提醒详情"") and contains(@resource-id, ""id/title_bar_middle"") ]  ''' ]}","","","tonghuashun_7: Premature","",""
"","tonghuashun_8","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","hard","6","在同花顺看一下青岛啤酒的综合诊断","{""xpath"": [''' //*[contains(@text, ""青岛啤酒"")] and //*[contains(@text, ""综合诊断"") and contains(@resource-id, ""id/title_bar_middle"") ]  ''' ]} ###{""xpath"": [  '''  //*[contains(@text, ""青岛啤酒"")] and //*[contains(@text, ""诊股"") and bbox_contains_point(../@bounds,$point) ] ''' ]}","","","tonghuashun_8: Premature","",""
"","tonghuashun_9","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","搜索","","hard","8","在同花顺看一下燕京啤酒的历史回看","{""xpath"": [''' //*[contains(@text, ""历史回看"") and contains(@resource-id, ""id/title_bar_middle"") ]  and //*[contains(@text, ""燕京啤酒"") ] ''' ]}","","","tonghuashun_9: Premature","",""
"","tonghuashun_10","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","频道","","medium","4","在同花顺看一下有哪些学投资的电子书","{""xpath"": ['''  //*[contains(@text, ""学投资"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[contains(@text, ""电子书"") ] ''' ]}","","","tonghuashun_10: SR","",""
"","tonghuashun_11","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","行情","","easy","3","在同花顺看一下A股的个股行情","{""xpath"": ['''//*[contains(@text, ""A股"")  and @selected=""true""] and //*[contains(@text, ""个股"") and contains(@resource-id, ""id/hushen_tab_bar_stocklist"") ] and //*[contains(@text, ""查看更多"") and contains(@resource-id, ""id/content_show_more_text"") ]  ''']}","","","tonghuashun_11: HardFail","",""
"","tonghuashun_12","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","行情","","medium","4","在同花顺看一下港股的经纪商排行","{""xpath"": [  '''//*[contains(@text, ""经纪商排行"")] and //*[contains(@text, ""持股市值"")] and //*[contains(@text, ""经纪商名称"")  ] ''' ]}","","","tonghuashun_12: HardFail","",""
"","tonghuashun_13","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","行情","","medium","5","在同花顺看一下A股热门的行业板块","{""xpath"": ['''//*[contains(@text, ""A股"")  and @selected=""true""] ''','''//*[contains(@text, ""行业板块"")  and contains(@resource-id, ""id/tab_button"")  and @selected=""true""] ''']}","","","tonghuashun_13: Premature","",""
"","tonghuashun_14","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","行情","","medium","4","在同花顺看一下美股近一月的涨跌统计","{""xpath"": ['''//*[contains(@text, ""美股"")  and @selected=""true""] and //*[contains(@text, ""上涨家数"")]  and //*[contains(@text, ""近一月"")] ''']}","","","tonghuashun_14: Premature","",""
"","tonghuashun_15","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","行情","","easy","3","在同花顺看一下黄金行情","{""xpath"": [  '''//*[contains(@text, ""黄金行情"")] and //*[contains(@text, ""国内现货"")] and //*[contains(@text, ""国内期货"")  ] and //*[contains(@text, ""国际现货"")  ] ''' ]}","","","tonghuashun_15: SR","",""
"","tonghuashun_16","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","行情","","easy","3","在同花顺看一下期货行情","{""xpath"": ['''//*[contains(@text, ""期货"")  and @selected=""true""]  ''']}","","","tonghuashun_16: SR","",""
"","tonghuashun_17","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","自选","","hard","5","在同花顺播放自选股资讯的全部新闻","{""xpath"": ['''  //*[contains(@text, ""自选股新闻"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[contains(@resource-id, ""id/tts_bar_play_all"") and contains(@text, ""播放全部"") and bbox_contains_point(@bounds,$point)  ] ''' ]}","","","tonghuashun_17: Premature","",""
"","tonghuashun_18","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","自选","","medium","4","在同花顺看一下自选分析里的早报","{""xpath"": ['''  //*[contains(@text, ""自选分析"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[ contains(@text, ""每天8:30"") ] ''' ]}###{""xpath"": ['''//*[contains(@text, ""自选分析"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[contains(@text, ""早报"")  and bbox_contains_point(@bounds,$point)] ''' ]}","","","tonghuashun_18: Premature","",""
"","tonghuashun_19","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","自选","","medium","5","在同花顺订阅自选分析里的晚报","{""xpath"": ['''  //*[contains(@text, ""自选分析"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[ contains(@text, ""每天20:30"") ]  and //*[ contains(@text, ""已订阅"") ] ''' ]}###{""xpath"": ['''//*[contains(@text, ""自选分析"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[contains(@text, ""晚报"")  and bbox_contains_point(@bounds,$point)] ''' ]}","","","tonghuashun_19: Premature","",""
"","tonghuashun_20","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","理财","","hard","4","我想看一下同花顺的基金涨幅榜","{""xpath"": [  '''//*[contains(@text, ""涨幅榜"")] and //*[contains(@text, ""反弹榜"")] and //*[contains(@text, ""人气榜"")  ] and //*[contains(@text, ""加仓榜"")  ] ''' ]}","","","tonghuashun_20: SR","",""
"","tonghuashun_21","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","理财","","medium","5","在同花顺看一下有哪些新发基金","{""xpath"": [''' //*[contains(@text, ""新发基金"") and contains(@resource-id, ""id/title"") ]  ''' ]}","","","tonghuashun_21: HardFail","",""
"","tonghuashun_22","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","理财","","hard","5","在同花顺查一下基金的稳健榜","{""xpath"": [  '''//*[contains(@text, ""稳健榜"")] and //*[contains(@text, ""机构青睐"")] and //*[contains(@text, ""基金类型"")  ] and //*[contains(@text, ""加仓榜"")  ] ''' ]}","","","tonghuashun_22: Premature","",""
"","tonghuashun_23","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","交易","","hard","4","打开同花顺模拟炒股的卖出页面","{""xpath"": ['''//*[contains(@text, ""卖出"")  and @selected=""true""] and //*[contains(@text, ""模拟炒股"")  ]   ''']}","","","tonghuashun_23: Premature","",""
"","tonghuashun_24","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","交易","","medium","4","在同花顺看一下模拟大赛","{""xpath"": ['''  //*[contains(@text, ""模拟炒股"")  and contains(@resource-id, ""id/title_bar_middle"")  ]  and //*[ contains(@text, ""赛事广场"") ] and //*[ contains(@text, ""搜索"") ] ''' ]}","","","tonghuashun_24: Premature","",""
"","tonghuashun_25","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","我的","","medium","4","在同花顺看一下我的收藏","{""xpath"": ['''  //*[contains(@text, ""我的收藏"")  and contains(@resource-id, ""id/title_bar_middle"")  ] ''' ]}","","","tonghuashun_25: Premature","",""
"","tonghuashun_26","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","我的","","medium","4","在同花顺看一下我的消息","{""xpath"": [''' //*[contains(@text, ""评论我的"") and contains(@resource-id, ""id/tv_name_comment"") ]  and //*[contains(@text, ""点赞"") and contains(@resource-id, ""id/tv_name_like"") ]  ''' ]}","Need","","tonghuashun_26: SR","",""
"","tonghuashun_27","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","设置","","hard","5","在同花顺开启长辈版","{""xpath"": [''' //*[contains(@text, ""开启长辈版"") and contains(@resource-id, ""id/tv_older_mode_switch"")  and bbox_contains_point(@bounds,$point)  ] ''' ]}###{""xpath"": [''' //*[contains(@text, ""长辈版"") ] and //*[contains(@text, ""已开启"") ] ''' ]}","Need","","tonghuashun_27: SR","",""
"","tonghuashun_28","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","设置","","medium","4","在同花顺开启屏幕常亮","{""xpath"": ['''//*[contains(@text, ""屏幕常亮"")     and contains(@resource-id, ""id/textView"")  and ( following-sibling::*[contains(@content-desc, ""已关闭"") and contains(@resource-id, ""id/switch_button"") ]) ]  ''' ]}","Need","","tonghuashun_28: HardFail","",""
"","tonghuashun_29","tonghuashun","同花顺-股票炒股","com.hexin.plat.android/.Hexin","设置","","hard","5","在同花顺设置主题为黑色","{""xpath"": ['''  //*[contains(@text, ""主题换肤"")  and (bbox_contains_point(../@bounds,$point) )] ''']}","","","tonghuashun_29: SR","",""
"","baidubrowser_0","baidubrowser","百度-AI智能搜索","com.baidu.searchbox/.MainActivity","搜索","","easy","4","在百度浏览器里搜索北京今日的天气","{""xpath"": [''' //*[contains(@text, ""天气"") and contains(@text, ""北京"") and contains(@resource-id, ""id/obfuscated"")] ''']}  ","","","baidubrowser_0: SR","",""
"","baidubrowser_1","baidubrowser","百度-AI智能搜索","com.baidu.searchbox/.MainActivity","搜索","","easy","4","在百度浏览器里搜索今日大盘点数","{""xpath"": [''' //*[contains(@text, ""大盘点数"")  and contains(@resource-id, ""id/obfuscated"")] ''']}  ","","","baidubrowser_1: SR","",""
"","baidubrowser_2","baidubrowser","百度-AI智能搜索","com.baidu.searchbox/.MainActivity","搜索","","easy","4","在百度浏览器里查查西二旗的邮政编码","{""xpath"": [''' //*[contains(@text, ""西二旗"") and contains(@text, ""邮"") and contains(@resource-id, ""id/obfuscated"")] ''']}  ","","","baidubrowser_2: SR","",""
"","baidubrowser_3","baidubrowser","百度-AI智能搜索","com.baidu.searchbox/.MainActivity","搜索","","medium","3","在百度浏览器里打开百度热搜的民生榜","{""xpath"": ['''//*[contains(@text, ""民生"") and @selected=""true""]  ''' ]}###{""xpath"": ['''//*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""民生榜"")  ] ) ] ''']}###{""xpath"": ['''//*[contains(@text, ""民生榜"")  and bbox_contains_point(../@bounds,$point) ]  ''']}","","","baidubrowser_3: Premature","",""
"","baidubrowser_4","baidubrowser","百度-AI智能搜索","com.baidu.searchbox/.MainActivity","搜索","","medium","4","在百度浏览器里打开百度热搜的体育榜的第一条新闻","{""xpath"": ['''//*[contains(@text, ""体育"") and @selected=""true""]  ''' ]}###{""xpath"": ['''//*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""体育榜"")  ] ) ] ''']}###{""xpath"": ['''//*[contains(@text, ""体育榜"")  and bbox_contains_point(../@bounds,$point) ]  ''']}","","","baidubrowser_4: Premature","",""
"","baidubrowser_5","baidubrowser","百度-AI智能搜索","com.baidu.searchbox/.MainActivity","搜索","","hard","6","在百度浏览器里打开百度热搜的文娱榜的第一条新闻","{""xpath"": ['''//*[contains(@text, ""文娱"") and @selected=""true""]  ''' ]}###{""xpath"": ['''//*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""文娱榜"")  ] ) ] ''']}###{""xpath"": ['''//*[contains(@text, ""文娱榜"")  and bbox_contains_point(../@bounds,$point) ]  ''']}","","","baidubrowser_5: Premature","",""
"","baidubrowser_6","baidubrowser","百度-AI智能搜索","com.baidu.searchbox/.MainActivity","频道","","medium","5","查看百度浏览器的购物优惠券","{""xpath"": ['''//*[contains(@text, ""优惠券"")] and //*[contains(@text, ""未使用"")] and //*[contains(@text, ""已使用"")]''']}","","","baidubrowser_6: HardFail","",""
"","baidubrowser_7","baidubrowser","百度-AI智能搜索","com.baidu.searchbox/.MainActivity","频道","","hard","7","把百度浏览器小说频道的完结榜的第一本书加入书架","{""xpath"": ['''//*[contains(@text, ""小说"") and @selected=""true""] and //*[contains(@text, ""完结榜"")  and bbox_contains_point(@bounds,$point)]  ''' ,  ''' //*[contains(@text, ""已加书架"")] ''' ]}","Need","","baidubrowser_7: HardFail","",""
"","baidubrowser_8","baidubrowser","百度-AI智能搜索","com.baidu.searchbox/.MainActivity","视频","","hard","6","在百度浏览器推荐的第一个视频评论泰酷辣","{""xpath"": ['''//*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""发送"")  ] ) ] and  //*[contains(@text, ""泰酷辣"")  and contains(@class, ""EditText"")] ''']}","Need","","baidubrowser_8: Premature","",""
